rna_cond1_S1	rna_cond1_S2	rna_cond1_S3	rna_cond1_S4	rna_cond2_S1	rna_cond2_S2	rna_cond2_S3	rna_cond2_S4
149	451	218	184	244	381	235	250
3259	760	1065	1628	3934	8973	14106	2600
5	6	7	0	2	7	5	12
12	7	17	6	17	26	4	3
330	530	796	339	669	1755	572	1550
2016	1710	1780	1248	940	1596	2618	1239
1226	1481	5467	413	7704	3095	2608	4742
402	469	179	534	90	999	162	395
808	737	313	300	573	559	343	1426
514	1043	931	808	2536	1825	730	689
632	326	264	759	157	290	305	690
254	116	117	85	106	55	46	53
547	626	1081	567	1002	385	565	966
271	786	925	577	484	422	248	438
147	122	114	105	10	2	5	9
3	2	5	8	7	3	10	9
30	26	25	38	30	41	43	4
1206	533	433	394	1400	1109	1741	1173
84	48	44	52	76	43	97	42
60	40	133	65	62	41	31	63
38	266	79	113	72	36	146	105
46	34	37	96	80	67	104	34
1189	751	1099	475	1426	1011	1835	547
60	132	49	52	163	209	201	163
9	20	19	13	11	11	5	6
4	5	6	4	0	3	5	1
89	283	596	2888	770	730	5180	19360
4368	13621	10801	64430	11354	22123	73686	343364
3133	1783	990	3372	2362	2154	4287	3866
3845	17535	14100	156606	7534	16621	28316	133885
409	408	48	193	361	207	206	127
240	134	593	384	912	211	276	291
97	86	70	93	100	152	104	244
4	7	7	4	34	13	5	15
1678	545	1064	2145	2634	2075	1719	616
1998	953	1100	4231	478	2173	993	2000
355	435	189	407	271	135	131	265
13815	12480	12194	24568	10280	15718	17946	11676
44	82	18	77	25	132	72	143
215	173	60	55	45	224	304	100
785	1102	997	1101	469	177	292	395
83910	53834	54189	41390	37826	31118	52357	54013
2281	926	1205	1464	953	2280	758	651
260	475	276	234	677	75	612	570
10	28	10	16	34	32	64	21
73	96	116	20	49	58	98	38
11	41	40	279	57	135	522	1399
2	10	16	25	31	5	22	28
42	11	11	28	11	34	15	32
324	935	307	434	882	580	1620	980
1284	320	1399	2079	882	1080	876	435
484	734	497	458	690	1235	364	579
5080	5556	9167	7312	2827	2499	4791	2590
18648	23390	16709	7114	25792	15313	25764	15450
11353	21820	11245	7732	12309	4230	15096	11382
1014	699	584	607	344	395	383	808
5	4	0	18	5	5	6	3
21	14	5	22	43	17	37	73
274	325	371	267	86	391	333	198
1822	15395	20952	55313	675	2576	12501	18426
6	36	9	11	5	8	11	27
13	43	150	429	51	194	390	946
1056	715	2182	1097	1281	1588	2141	629
96	78	76	162	148	145	144	98
52	47	53	69	57	128	43	65
360	267	460	126	289	282	206	277
9	6	5	3	15	5	2	4
665	949	502	703	435	310	533	820
4220	2897	2256	2373	3259	1762	1793	3456
481	2673	271	1694	515	435	260	345
20	28	35	44	63	41	57	57
233	560	527	514	1902	985	904	1128
121	152	67	39	171	89	38	62
278	75	378	105	302	224	106	155
39	28	27	31	18	9	28	31
265	245	96	60	117	336	327	58
932	1137	1738	675	992	469	536	834
7972	6923	5626	3441	1775	13593	14929	7804
677	777	219	745	200	335	422	239
0	5	8	10	5	0	1	9
1574	472	672	597	1097	733	1508	401
316	642	367	271	498	627	330	365
581	643	514	290	527	364	1515	613
15	3	6	10	18	20	20	6
6342	11326	31404	142537	66695	94178	686822	854049
2	5	6	6	4	11	8	7
415	240	347	348	1129	898	838	1295
111	130	123	89	288	60	108	197
418	673	266	122	365	275	256	366
371	1042	473	1095	575	326	179	486
5	5	11	4	2	4	4	0
4677	5820	3189	6947	2491	4626	4291	2987
322	62	92	83	478	681	202	375
6	0	7	7	7	12	5	5
2850	2500	4875	2381	3603	4592	3045	3301
155	128	128	304	111	148	283	244
8	29	14	10	16	11	10	3
434	492	529	582	1913	985	2517	1754
1	14	4	7	18	23	17	8
439	382	508	431	1114	526	771	1464
194	426	515	605	151	550	166	495
4120	3724	4472	3354	10266	6799	6205	10430
22	53	30	20	28	43	63	79
17763	13730	14980	14897	43738	71535	32669	52997
10	10	27	15	22	35	2	17
1106	636	396	680	528	579	304	1002
40	56	149	74	24	16	30	31
13	40	30	21	20	29	31	62
1354	1986	2488	3059	31700	21422	16037	22284
32	59	42	33	76	64	97	103
14	150	150	1059	38	919	2956	2866
165	114	201	124	311	169	294	123
119	84	92	148	56	105	122	91
1326	476	1282	309	1280	1128	738	760
1343	3621	6887	5811	1496	3544	1817	8060
3354	1477	1778	746	2440	2335	3394	2128
2157	2917	2322	3825	4332	4143	2943	1509
916	1236	4495	3346	2362	5625	6237	2781
14	34	44	29	16	10	2	3
21	43	29	32	79	75	89	30
3659	8890	6895	5060	11086	12210	10915	6516
6	32	149	211	4	14	1	31
1263	1753	2311	3604	7971	2003	4388	9490
52	136	626	929	443	975	3242	8403
378	94	175	149	302	394	349	157
21	8	7	10	12	25	12	11
191	273	490	336	56	46	79	53
244	337	247	199	136	352	546	494
286	109	146	583	86	269	591	119
755	780	552	648	981	1048	435	1482
1283	1328	1194	1487	1918	2315	1627	885
132	153	80	64	78	152	302	76
452	368	1141	522	665	1059	491	885
404	927	669	215	965	502	698	603
697	353	523	609	1308	705	965	659
351	280	371	238	210	70	129	129
568	406	1742	729	920	645	449	798
189	463	291	143	187	201	139	99
880	1487	1067	1154	491	770	784	544
158	156	217	181	176	162	141	284
3060	2536	1902	1040	1970	1864	1483	1527
4309	2747	7467	7708	2563	2044	1870	1602
76	238	55	149	130	130	279	119
6977	11482	66755	188515	22069	77499	178535	344290
571	535	242	333	1418	641	1357	1019
162	161	286	133	268	231	269	129
20	9	16	27	21	64	17	11
5900	6434	10125	11511	9210	9099	10289	20063
24	108	64	142	77	19	73	18
6	9	8	13	1	10	4	4
141	90	74	108	1350	879	862	1307
6	33	20	13	14	62	28	90
27	15	72	48	46	35	65	56
106	208	164	134	100	179	155	255
10	52	36	15	57	59	96	42
14	31	21	15	27	21	13	29
140	187	317	105	199	214	181	530
220	925	858	617	2098	2417	868	3283
741	1913	1409	1032	592	773	1153	576
1179	788	1614	269	1437	1282	1637	811
311	503	397	1878	719	1027	521	167
93	35	67	29	67	140	83	70
3700	5130	3189	3192	4034	5141	8159	3736
9	8	5	5	5	6	3	3
1664	1399	553	818	2148	1088	2583	2654
62	63	86	69	76	90	77	69
2176	7724	6008	7852	6045	6848	5065	1302
1525	756	697	1197	404	903	1339	626
1275	795	556	608	610	608	1116	723
16	15	58	28	128	161	169	104
237	239	114	204	271	276	275	455
140	576	364	535	386	668	224	421
15	8	17	11	12	11	20	28
182	122	139	289	170	200	238	193
3100	12459	6685	10158	1240	1246	2197	1973
336	176	88	167	137	108	67	172
132	61	91	56	74	58	162	156
4	6	16	10	7	10	10	9
2575	6239	36427	147434	586	1652	1812	11386
309	172	119	267	210	159	139	180
662	385	545	292	273	304	120	291
671	523	581	998	1410	1351	1181	653
20	67	25	27	54	23	40	26
1835	1600	1042	1767	1779	2154	1832	1850
31	33	10	18	29	29	18	24
504	570	161	305	166	375	464	372
2	9	7	5	1	0	1	3
2392	1098	442	2243	1319	2676	2684	1993
248	240	310	226	178	168	161	407
258	297	185	383	353	1241	1219	364
2	10	0	7	6	0	3	4
181	715	403	345	184	199	774	732
215	316	424	286	409	126	326	324
51794	116170	84394	160974	210887	59633	284896	100949
657	441	354	303	1095	1309	2845	942
5777	5535	6079	7216	3170	2838	11620	6420
19	49	35	14	43	53	13	10
185	103	124	49	143	65	83	221
233	375	221	367	185	167	143	208
198	233	493	258	435	79	120	227
12	7	5	6	25	7	8	6
0	5	1	2	7	1	4	5
871	1419	736	1055	1434	1511	936	1529
341	248	361	371	242	600	378	675
465	356	250	471	299	370	448	578
1729	1530	4345	2513	1634	583	944	916
331	262	178	278	477	618	463	210
24	45	17	16	25	33	13	38
980	1330	1125	1252	656	350	438	488
1186	1532	2837	2634	311	381	823	622
279	350	146	313	135	53	96	99
8	2	6	7	13	7	9	6
2	5	2	6	5	7	9	8
291	352	502	533	866	691	197	283
103940	220292	809269	1422624	23975	32594	179012	234906
133	455	212	342	190	154	96	242
41	23	32	15	12	24	18	45
80	164	280	117	335	321	328	428
645	552	238	797	317	243	519	1674
456	118	161	196	435	211	275	445
76	89	82	61	73	41	89	70
116	101	32	82	208	129	39	95
157	227	202	215	103	69	71	120
502	519	544	616	126	137	541	476
125	123	218	116	98	219	240	204
10	10	7	14	7	7	13	11
63	88	50	74	10	23	49	17
6	6	16	9	4	8	1	3
976	960	878	888	1074	995	1465	514
466	419	511	459	1754	1114	457	1385
3689	5310	4259	3846	3218	2908	2207	2305
617	268	448	710	325	380	390	242
139	360	2062	2532	1082	2138	13552	61682
398	614	740	1082	302	550	211	505
258	90	52	149	247	72	205	276
371	276	207	697	71	56	28	59
93	272	179	149	838	681	753	345
12	67	60	29	30	22	24	6
2	8	6	7	5	0	7	1
11	9	39	9	52	13	16	31
657	395	438	735	359	1299	334	228
2654	3211	7161	10184	3601	3120	3602	6748
64	455	97	94	390	158	299	219
429	111	112	134	245	97	181	239
24	7	15	4	23	39	8	3
63	219	379	1195	5	78	178	269
43	22	30	22	88	60	21	18
365	375	111	124	407	368	954	517
49	131	65	36	42	66	126	62
836	423	1075	1370	396	452	502	895
173	256	244	234	103	212	77	238
194295	151741	192668	140862	137579	138144	65814	104656
2406	1723	1270	1095	218	291	1153	947
75	62	191	107	26	58	48	165
245	272	553	129	1050	437	807	2554
3	11	0	0	9	6	2	1
751	551	808	822	972	590	972	75
754	743	705	288	256	337	801	837
1768	9733	12699	29744	575	2589	5694	12369
1529	2094	1471	3007	1779	4195	2548	1463
8811	12868	8982	11147	52819	36271	15827	22131
195	157	180	106	397	61	173	254
135	114	67	162	51	125	110	79
4	10	26	23	51	42	12	47
93	132	305	450	94	160	228	101
4228	9526	45514	87789	8517	23071	49815	417431
117	422	297	117	67	202	92	66
737	1498	827	476	620	802	1230	1012
28	45	52	25	24	19	19	46
6	1	9	2	5	10	7	6
376	514	1375	258	400	460	782	382
1371	1474	1792	590	398	170	285	544
669	299	870	637	862	1046	506	312
299	243	137	365	136	607	259	255
995	1948	879	1490	1059	656	408	1314
1194	1276	268	1350	849	1746	839	911
3581	1604	3916	3728	9699	21877	9347	10733
233	211	378	306	239	489	271	125
41	51	80	73	39	37	59	37
42	6	16	34	257	154	238	265
117	87	480	413	753	605	824	654
66	107	30	80	405	372	301	305
212	512	181	125	262	547	583	263
5	7	9	7	14	17	15	12
22	10	19	41	9	64	48	62
111	52	82	87	228	120	107	183
393	702	1487	826	1030	604	1307	292
229	164	399	241	219	344	224	150
159	192	223	259	114	122	100	248
3017	4440	4593	2158	4187	7023	2854	4514
385	1175	1602	1434	1127	1426	295	195
3090	1445	1589	2218	2175	2320	3271	2702
1501	1033	832	964	645	1205	840	581
259	89	197	112	242	150	372	123
558	807	1206	620	430	470	445	496
267	207	382	195	167	105	37	119
223	268	637	270	564	806	310	2370
1435	4259	3165	27201	280	3184	7561	15598
25	136	86	177	39	22	52	50
634	768	884	846	617	356	421	1042
728	1242	966	612	1432	718	534	1117
2355	1510	1441	1890	2631	1601	1728	2066
74	207	73	156	229	214	87	147
28627	38831	14778	17420	7464	25535	23290	30516
537	317	546	481	282	228	203	101
132	213	265	171	286	153	222	143
425	338	292	150	340	220	166	192
179	482	168	183	108	302	229	227
175	218	191	136	97	140	312	153
164	193	150	311	198	153	500	329
889	1435	1109	1879	2341	914	683	2824
39	32	12	14	13	7	15	22
300	79	142	361	56	25	14	17
8354	10873	8417	1336	1877	3236	6185	5416
61	347	657	1798	567	498	3993	8765
13	14	6	19	13	3	19	9
357	396	945	866	1034	919	550	669
46	79	101	46	67	33	63	55
2883	2781	2993	4617	4615	1969	1568	2122
623	557	229	469	474	746	672	293
6	5	3	5	17	9	3	8
259	102	318	712	168	143	202	212
413	2192	1694	3989	1736	3748	4249	1382
14	33	12	3	12	20	33	18
1462	1250	2131	894	1389	583	1058	1095
2	8	5	12	6	3	7	7
3562	1239	3024	2149	3100	2931	1658	3199
29	58	8	59	29	30	7	35
698	468	338	855	474	724	464	522
1507	720	948	1148	2240	2037	1118	1017
409	294	414	436	2144	1484	2078	2536
2221	1368	1750	2871	2386	1402	1433	2115
242	233	106	123	239	242	260	241
1	10	11	4	7	14	5	10
345	197	167	95	144	325	218	192
121	596	684	664	1038	795	662	1288
9	24	15	13	9	11	13	7
639	1154	1333	727	570	1145	715	318
272	275	433	819	214	46	75	95
170	129	99	121	46	245	91	42
10	15	5	5	2	11	12	8
18	30	22	21	27	46	24	22
19	26	29	50	35	19	48	17
133	127	93	270	166	126	118	218
68	89	110	86	47	282	68	48
912	1337	630	1040	1481	1635	1690	1746
2696	2104	2447	4428	10653	10283	13460	3639
101	40	71	50	33	65	54	88
272	109	767	138	401	291	300	152
368	289	249	225	574	276	216	273
164	257	45	291	85	112	140	94
1671	1213	2506	1744	7188	5148	3578	2104
639	928	197	281	362	397	418	514
386	518	751	476	495	731	788	760
156	146	148	152	254	160	144	142
1488	922	947	1299	3734	1090	749	1462
226	301	164	123	175	234	162	220
4	2	5	1	10	2	3	4
253	351	256	170	85	146	128	547
50	76	155	58	40	36	23	57
333	465	482	663	660	340	283	277
15	22	14	28	44	13	18	26
1899	527	4199	3064	384	1200	1320	638
1498	715	771	1037	1617	1126	680	738
7	14	22	14	38	46	32	29
365	433	266	252	334	354	361	112
26	54	29	41	39	18	22	57
91	103	147	285	197	212	166	93
100	139	59	234	75	130	157	203
22	8	8	9	12	21	5	15
16137	3511	8101	5196	4709	8064	12534	9727
1324	1974	531	1328	976	993	211	498
136	132	168	299	559	1281	928	451
910	4833	2555	1710	3178	1525	2917	1431
270	412	417	216	219	924	438	1126
821	757	616	1321	257	947	1373	1113
695	493	244	419	732	398	2005	1093
1842	1638	2638	1425	1493	1368	1358	1097
578	328	463	587	194	175	473	474
274	87	264	461	937	224	366	426
1961	2853	2752	3972	482	1743	1161	1968
1642	353	1282	1536	21682	12368	6804	11719
771	791	1337	1459	885	798	544	717
194	477	101	569	325	322	318	140
955	1127	1215	615	728	1846	2065	1830
631	967	943	1005	855	725	723	654
100	156	115	91	94	67	76	196
1293	2211	1389	891	956	2512	1439	1846
17	8	16	14	7	8	22	8
891	153	841	644	407	876	383	2503
234	269	250	215	153	149	99	72
27	39	11	57	43	40	7	50
1578	3773	1715	603	3366	2840	3849	2086
333	310	144	218	113	387	147	82
174	752	1012	651	18	135	148	572
2338	1849	545	2359	3035	2904	1965	1608
371	109	171	272	1581	1950	1415	1745
237	192	191	182	524	117	171	296
715	262	248	347	527	187	194	791
278	98	800	803	251	389	441	401
31	42	60	96	84	71	30	60
167	50	194	123	212	169	148	116
1588	1014	1152	384	2045	2642	1931	1240
998	1143	1940	931	1608	1229	1658	1324
305	52	398	167	229	140	480	592
395	338	320	747	95	131	183	177
244	205	198	256	314	189	223	312
285	162	241	373	283	479	361	809
879	511	1530	519	1010	1044	586	547
17	21	26	18	12	9	6	14
42	18	53	14	16	42	35	49
156	105	218	73	210	140	221	166
138	145	274	51	1099	656	1215	820
532	656	966	528	347	662	1548	1529
66	23	22	49	18	7	42	24
553	284	199	507	533	429	1014	1253
903	596	1379	741	944	947	578	472
22	9	23	6	18	23	3	7
69	76	212	232	189	178	111	366
1864	692	968	3378	1173	1359	890	2192
2845	3494	2820	2827	5127	2673	3994	5937
1814	1201	2103	2252	4380	2163	2447	1098
218	292	358	152	411	855	618	357
18	9	6	13	21	24	22	33
1341	2915	1340	1570	1857	2380	1805	2417
57	41	143	66	32	136	18	111
10	77	184	284	3	11	68	121
263	184	306	79	456	1338	1154	1268
181	131	164	435	403	350	254	380
838	4347	12422	22502	415	3553	4521	7598
127	111	37	38	118	70	89	50
1303	1767	2039	1156	2353	1310	2149	234
27	15	4	3	6	9	7	8
796	421	831	1748	1829	663	805	328
0	0	21	0	19	0	22	0
315	1060	2015	12815	107	212	744	2820
488	539	472	253	276	162	350	288
27	11	10	11	16	8	4	12
1130	640	2256	1129	422	340	985	1734
0	5	5	3	0	0	2	4
48	50	63	34	42	81	16	47
156	71	196	126	117	75	173	49
15	12	4	10	12	23	9	9
9	0	2	2	7	8	8	1
238	430	640	1295	43	56	119	804
298	296	446	503	161	107	357	140
934	605	875	421	149	308	113	239
44	25	22	44	8	22	4	11
356	677	60	185	234	306	116	417
2432	3607	2722	4398	3915	5420	2584	1311
14	11	16	8	35	59	45	25
170	128	186	186	249	139	238	135
172	59	84	148	221	353	160	207
469	903	777	920	1075	830	1046	610
235	302	358	219	143	87	148	220
2226	743	918	1327	1066	817	2724	577
38	19	40	25	39	36	14	17
12	7	1	4	11	6	9	12
401	155	101	224	251	131	320	115
275	562	269	489	290	140	133	156
246	52	274	215	238	198	277	394
80	84	79	47	551	356	240	163
58	157	149	36	191	567	301	386
216	339	254	308	269	169	539	514
177	152	534	465	608	536	638	563
197	290	406	231	123	363	448	425
128	154	327	180	174	38	116	66
2759	2784	443	2029	1975	1169	1833	2851
6	12	15	12	24	3	19	14
146	61	126	42	85	65	83	105
11	14	5	1	21	5	9	4
268	284	397	305	244	530	349	202
2528	4044	1982	437	994	1296	800	1253
174	91	69	137	96	103	185	96
5117	3435	9672	2639	2088	9117	3363	5613
146	334	223	172	169	129	194	154
17940	10364	12170	32781	15713	6984	18161	17711
11424	3125	6445	7453	6960	7936	6769	9025
1013	262	377	431	219	172	360	384
499	333	245	290	103	358	119	201
4	18	8	4	0	3	5	8
543	465	621	267	392	180	507	452
796	505	801	230	1397	752	657	1654
2373	856	1527	1987	9361	6375	6632	19697
292	148	367	200	212	95	95	193
84810	35199	46367	90494	70252	160968	77369	34926
351	1284	303	324	1131	2066	779	893
42	77	95	31	21	45	49	32
388	235	323	331	150	141	263	255
154	304	878	5647	27	34	272	430
38	36	29	10	31	11	24	11
13	9	14	32	23	31	12	36
66	35	45	51	51	109	21	43
13	15	0	0	4	0	2	3
2170	2661	4707	2362	5202	2403	1613	3008
2305	2436	4111	1473	976	1403	1738	449
191	208	56	40	256	169	205	225
381	1229	505	799	1151	602	456	1939
166	306	234	173	565	1021	707	452
3408	4693	5373	7647	3361	9025	10237	9353
315	519	143	72	896	212	726	188
224	383	381	805	787	440	870	1258
8694	3950	5052	2539	5639	7661	2497	1828
280	362	60	140	60	366	93	179
2835	21718	18558	197022	1819	3608	6391	29932
39	126	267	917	7	39	45	206
139	226	356	160	206	265	151	179
3013	6991	1782	2149	2965	1478	3895	2073
17	11	4	25	14	9	25	21
244	384	262	399	867	527	465	629
286	550	315	274	163	332	295	576
773	804	1085	1242	1307	1572	593	3968
89	309	190	231	202	304	111	319
727	231	701	1293	361	427	313	768
298	336	132	566	489	261	341	588
114	185	139	88	175	176	324	283
132	110	46	51	136	44	62	144
486	384	306	396	399	228	347	567
4	7	5	15	10	3	4	5
3299	2012	1247	1173	2426	3891	6364	856
27	43	20	16	16	18	42	9
5924	4458	1694	1023	2083	2110	5930	856
15	20	105	402	3	11	37	49
48	10	14	18	20	12	21	36
1691	1924	1869	1003	981	1703	1271	509
107	53	75	144	122	61	140	96
1706	1907	1378	3010	1955	1378	1829	1664
927	1043	956	634	317	1493	943	712
67	111	120	82	174	178	105	139
745	2591	1403	2290	1591	1153	1000	1127
941	409	1137	872	710	1757	369	395
10	7	6	8	13	12	18	8
1	7	6	6	3	4	0	6
188	190	236	198	114	178	137	200
3439	3515	4428	3806	2578	3994	1726	1036
29	49	22	48	11	30	21	33
16	26	12	12	41	52	39	40
743	282	1126	1218	407	462	511	468
14	5	3	8	10	13	7	19
567	428	194	563	658	216	124	239
2251	4679	3634	2534	2724	3823	3986	4525
2315	3439	2790	2099	465	3194	4914	1048
129	68	203	103	210	259	239	307
651	525	531	1047	2140	1037	1187	635
34	65	40	22	56	27	68	77
4	0	3	6	0	3	4	6
49	82	35	148	55	87	52	89
18	12	19	15	46	55	37	21
80	479	91	218	78	312	173	113
9	9	15	15	14	8	20	9
138	305	158	201	66	148	202	106
82	49	83	9	138	73	94	78
87	105	130	158	184	184	283	306
3199	2022	900	1157	4754	4389	5076	2058
11142	14782	9482	11288	28144	18433	33338	33821
1222	954	654	1472	1507	4016	2507	805
293	655	1104	1028	1215	1849	1978	628
12	4	11	19	20	11	5	10
1601	2511	4009	28364	144	193	1280	4021
596	446	402	478	1002	1738	1861	1441
549	713	371	420	729	660	672	537
705	292	635	1057	548	509	731	738
3057	5828	3751	3924	3859	7391	4357	3994
11	9	3	6	3	5	8	14
118	145	121	104	80	143	163	160
624	1791	2934	24333	9682	33208	34016	81197
55	18	21	35	34	67	31	49
7936	5029	38018	76123	8212	40099	182410	330648
451	393	645	499	604	300	736	335
6	7	20	12	11	10	4	15
109	65	163	291	234	202	238	38
145	125	379	74	348	267	271	457
266	197	1318	432	913	617	260	362
234	432	272	414	1499	383	358	452
323	182	377	295	686	958	324	509
580	919	938	423	1606	921	792	2116
75	48	273	196	106	135	96	103
2763	1038	1538	1258	1500	602	891	1537
4751	8158	16201	4464	3978	4227	8872	4729
1073	1097	908	432	68	79	108	69
27	19	25	23	14	13	12	18
60	74	80	50	40	46	92	88
734	1758	275	1235	1117	1531	676	1609
30832	27971	9193	53747	22022	30189	25827	17321
254	95	189	237	63	240	50	154
112	126	19	55	16	187	145	56
4921	5941	9210	6294	3486	2614	2772	6374
43	39	30	24	75	76	121	40
1132	2126	2498	1192	1589	2143	2722	1709
260	619	645	470	453	597	405	524
411	602	770	324	502	509	342	342
133	17	66	57	94	45	77	79
19	0	13	11	8	0	17	4
9	8	4	5	7	6	8	12
1125	3227	604	1574	1216	963	1091	879
12	18	26	3	12	7	15	5
867	877	865	1063	950	775	1314	491
12420	8129	5142	3979	4859	3708	4845	7593
5322	3653	13373	7779	8037	5284	8596	15366
6	12	2	4	8	14	3	7
24	51	67	34	42	40	36	22
1098	1906	3332	2211	818	596	1839	2512
2633	4148	3967	6741	3805	3931	3028	3389
189	423	324	179	273	343	217	115
326	1838	5702	17990	692	372	1786	3441
201	208	297	154	133	97	226	120
836	1857	1276	507	1393	2213	1330	1116
529	599	810	703	391	119	1489	742
19	41	56	44	25	20	33	41
838	484	769	247	230	736	497	1589
561	259	256	575	376	674	828	219
164	462	761	798	306	230	336	667
1064	3047	6722	18037	885	906	5941	16223
832	1389	1231	966	499	1101	430	574
437	345	310	225	1874	1003	936	729
65	233	153	175	25	31	89	28
54	29	16	43	18	43	30	32
401	330	527	194	362	206	206	387
3	7	5	2	6	7	3	5
649	291	397	298	93	237	392	237
238	43	111	82	195	135	169	241
139	103	200	154	106	117	37	91
42	127	166	219	224	219	36	206
753	909	1107	827	612	1348	366	491
4	3	2	8	4	6	5	1
94	55	101	100	50	170	184	123
153	190	152	197	4	20	20	21
31	10	39	17	51	53	22	28
1460	2650	1651	1925	1457	1754	2872	3481
142	92	248	96	184	42	120	86
697	409	226	766	899	501	144	792
2202	5606	6050	4111	2625	1170	3039	2978
124850	99014	177285	349245	242264	101274	260680	136131
136	82	187	316	138	86	107	102
276	260	138	249	180	246	424	267
21	16	40	45	30	27	20	50
73	62	193	97	33	19	48	100
705	661	695	392	386	656	513	825
797	1649	6832	16834	144	602	1400	8931
27	64	17	53	100	82	101	96
954	204	820	471	630	831	527	254
18	6	16	5	8	14	11	10
33	31	29	72	36	89	45	89
134	265	289	222	309	223	367	135
6645	30430	50501	83180	6919	32962	137330	328903
206	237	201	168	332	69	138	111
5618	13452	7859	9952	6273	3827	3684	7299
4	5	2	2	5	9	11	14
2099	1192	1169	1167	1054	1013	2125	561
165	54	33	67	206	123	111	261
765	720	535	896	238	529	735	1120
1941	1205	930	2240	1477	1798	1295	1599
409	174	67	232	245	667	69	532
2797	2614	1273	1931	250	407	299	661
46	34	73	49	63	65	34	114
28	48	58	55	45	22	76	90
819	366	195	171	389	613	176	313
19	29	7	14	6	14	18	21
355	284	718	342	212	499	559	413
373	370	307	775	398	281	290	754
52	23	49	9	59	29	36	61
55	68	91	32	114	96	63	63
7028	7128	2046	3698	6748	4129	2032	5961
10	2	3	14	7	10	8	2
1546	1794	884	2280	1411	3328	3254	2594
674	872	552	579	759	901	640	1116
107	285	268	413	265	145	214	267
639	400	240	618	908	728	436	579
