ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
0	0	9	39	3	8	0	0
217	215	75	59	41	177	202	174
110	31	32	53	59	32	86	60
1020	1857	2022	924	1128	525	855	1528
69	25	86	141	230	104	81	73
13	3	4	20	8	13	2	10
2480	1124	2430	1946	771	971	1065	385
1832	2336	2051	2091	3081	3070	1506	4399
649	800	571	883	142	496	813	795
51	32	75	44	30	29	33	26
21	80	159	48	134	75	186	126
6	3	2	2	5	4	10	23
610	976	1104	909	833	796	408	407
1620	1762	656	1352	1219	969	1466	952
6	19	21	5	28	10	11	6
2067	1977	578	2488	1040	2376	1823	1956
105	156	134	138	30	94	154	68
189	95	199	65	81	122	80	164
50	45	2	33	11	38	14	46
1224	642	920	1717	498	1205	252	325
311	229	250	121	574	210	389	223
141	33	64	104	230	157	120	116
1666	677	2083	955	623	637	1401	1066
4215	18839	8022	6782	21751	10175	6503	12172
198	139	136	97	107	175	41	126
22	17	28	11	7	7	15	28
4014	3210	3094	4553	6571	6130	17286	6433
121	67	128	64	86	90	54	57
35	22	61	64	34	56	91	10
117	192	110	305	333	70	343	265
2432	1111	1316	1054	2359	2788	1427	2623
232	645	2664	6934	175	797	883	8787
79	69	110	82	95	48	36	103
62	33	50	42	15	69	32	143
1102	416	1095	705	491	498	303	529
2038	1224	1076	596	1638	1352	1729	1492
146	262	76	205	99	260	304	71
25	62	88	411	12	56	139	316
302	169	182	202	201	268	424	233
91945	121022	90369	50222	457971	171119	329268	269946
10	15	14	12	7	5	2	17
105	273	367	148	65	97	148	98
386	282	385	346	337	277	179	294
2120	1702	542	1215	1782	2334	1981	2238
389	270	260	183	339	196	367	214
125	108	54	116	416	152	42	79
168	354	426	225	306	243	107	91
367	536	247	103	71	439	288	309
74	16	32	37	37	44	90	73
76	286	1173	1419	479	231	3310	3472
37	24	33	32	48	4	26	29
394	339	739	610	514	695	781	399
791	1672	4542	3362	2095	1827	2870	2911
7948	12530	8751	8062	18633	20184	6548	12723
134	130	144	114	58	54	227	50
1136	3021	5908	21107	1011	1070	8242	16042
71	47	18	28	20	15	9	9
175	33	63	169	158	55	32	66
8	13	25	12	11	19	12	9
10836	2991	5208	7223	3471	4326	1272	1801
3085	745	3898	1027	1038	2975	5030	1536
70	29	22	27	32	37	71	16
51	43	44	62	42	70	74	52
164683	630240	372718	279738	493002	397928	300493	551569
1041	523	857	670	488	202	658	582
14	16	9	15	21	11	32	18
210	213	456	600	141	190	215	123
34	42	21	28	57	11	14	21
229	194	135	358	190	250	321	121
23	53	53	30	15	22	66	13
145	114	346	81	74	151	158	71
280	177	444	149	146	128	252	422
11	6	7	7	10	14	5	6
74	181	331	266	269	198	217	195
79	84	127	82	133	119	31	91
189	191	312	138	40	68	36	23
395	686	554	863	309	334	294	831
859	812	959	270	915	332	1240	1780
45	49	97	32	63	26	61	36
740	332	540	1210	533	215	452	361
5	7	0	6	6	5	8	5
617	3475	7769	5920	199	1109	5259	15726
984	603	1413	1073	1361	1553	819	646
833	1210	395	464	833	305	571	469
200	363	772	101	254	109	118	474
895	419	1049	1002	438	685	701	308
136	119	243	274	277	283	156	110
83977	169616	553086	276307	78237	72589	224686	556130
615	1052	816	870	1319	743	741	1078
1370	2400	1699	1798	3462	4739	2028	3879
55	37	43	46	36	28	68	44
118	31	61	17	627	1229	398	822
210	216	323	461	163	512	411	179
56	65	147	74	336	152	300	570
1626	1574	12289	27811	2303	736	9705	15954
21	10	17	28	2	6	11	7
319	130	182	217	213	261	140	271
42	66	81	95	133	100	57	122
390	195	515	244	435	864	370	1612
263	300	199	138	71	40	76	122
364	1240	1189	9789	1011	3416	8685	20868
187	181	158	123	78	44	133	296
271	118	172	425	167	217	87	147
383	362	478	416	416	634	336	350
39	63	27	48	52	31	27	27
601	122	427	435	429	453	129	162
882	551	1462	1979	2218	5251	2030	2619
10	4	10	15	15	20	38	25
31433	21930	26028	43802	16849	9521	25746	14104
297	287	662	367	319	199	240	390
139	39	142	177	390	205	272	498
1857	1081	515	471	540	860	1243	573
532	266	121	297	99	140	116	115
216	267	583	234	243	273	334	311
3	6	3	3	12	8	10	3
133	92	52	87	81	225	174	132
148	125	365	96	249	193	291	232
16	26	35	5	19	25	22	10
173	115	127	171	212	93	219	379
1447	5389	26135	46454	2401	5881	32838	46160
314	139	103	77	115	172	358	325
36	21	37	84	90	35	38	22
13	15	8	10	5	16	19	11
726	212	356	457	162	385	291	540
62	48	111	29	74	54	115	126
946	1868	2166	848	3066	1457	1580	2115
7386	4801	1856	2381	6050	3261	3956	1795
1503	3122	12167	15506	1593	3754	7370	15089
819	895	742	346	71	116	87	76
402	379	177	350	249	638	438	181
515	2287	3692	8804	658	1449	8319	11350
756	1675	764	939	1512	570	2237	1128
335	286	172	175	247	589	410	537
0	0	2	4	8	8	5	9
3719	3283	2935	1975	1855	5820	3034	4011
2217	943	1173	691	690	819	763	442
112	132	112	62	67	38	58	49
118	158	39	85	51	142	177	104
17	1	11	19	12	18	52	13
145	122	72	82	76	76	78	58
5031	6129	10628	5356	4483	7909	9758	4751
5	6	4	0	8	6	2	2
1230	756	1236	469	1158	497	335	544
152	397	183	68	155	358	95	171
15	57	20	47	62	53	51	61
91	166	541	2282	81	248	701	2448
1349	1438	1984	784	447	643	740	651
23	23	47	57	27	24	11	41
189	626	909	907	10010	2663	3394	8986
4	1	3	5	1	0	4	0
687	942	897	306	405	210	519	576
165	75	123	41	54	0	18	51
4	13	18	24	6	4	4	12
172	390	217	164	93	82	53	146
255	168	146	130	255	154	213	158
5141	3267	3082	2280	5433	2619	7313	4071
107	40	139	144	62	64	54	108
45	34	18	9	33	17	49	54
118	81	132	115	98	39	53	32
181	941	1589	1053	1042	757	658	2232
10	16	9	30	9	9	12	9
38	17	34	33	46	22	40	29
30	50	17	40	39	51	37	32
2325	8999	10183	3490	3182	1321	5708	2858
264	182	66	138	234	82	56	199
189	113	102	84	118	68	222	42
1366	2104	2389	2128	4204	454	1621	2151
189	85	211	61	166	52	78	282
67	197	147	209	71	189	143	125
546	1962	1134	1045	2298	1130	1266	1264
77	62	93	67	33	37	38	13
63	42	42	40	123	38	15	31
378	106	93	97	96	103	29	107
15	19	17	6	8	3	2	8
2562	820	1166	2326	463	746	240	409
1596	2811	1644	1082	930	1044	1483	528
129	47	206	86	48	22	16	34
14	23	11	9	60	5	3	7
23	38	18	19	27	7	17	18
1265	1286	423	612	467	205	284	352
76	75	62	58	65	87	96	104
10766	12744	12686	8842	19308	13534	14201	20069
7069	2875	4255	8700	4191	2824	5755	3869
545	1211	743	1121	1129	1259	1241	907
553	293	189	269	568	525	727	243
142	192	203	159	593	305	328	426
292	871	2695	6547	349	488	1659	8118
68	57	62	85	516	826	686	960
71	159	126	99	159	179	244	128
651	709	596	597	173	426	740	291
7	20	0	16	0	7	10	12
64	60	29	60	86	47	77	38
264	326	120	396	263	200	301	158
2816	1660	1353	3263	1963	6446	1637	2777
547	827	882	326	1016	846	432	893
8232	2488	3077	2103	5714	3803	4003	1627
179	248	256	360	270	201	158	190
222	222	384	665	315	127	433	960
5	8	12	7	6	3	11	3
120	88	123	60	128	359	100	238
128	25	63	84	123	89	54	181
62	40	103	31	201	248	134	49
30	11	20	27	6	7	18	17
248	410	99	136	610	719	340	465
350	772	709	394	357	700	1775	806
571	1170	423	1267	812	518	334	595
5	7	5	7	37	29	21	50
1226	397	1093	644	296	719	669	577
1396	1025	1715	2267	3833	1882	4365	2349
19	20	19	20	37	4	4	46
433	321	302	281	101	230	350	147
7138	4285	4431	2337	3369	3222	4774	2610
1682	8026	6293	44938	539	1000	9234	21774
23	61	28	34	21	33	26	29
530	241	579	735	724	773	476	153
148	107	108	73	97	129	133	52
410	338	180	519	533	376	400	284
135	153	208	236	146	82	303	525
127	189	189	27	64	113	100	181
943	474	990	571	511	876	1784	2269
401	1503	458	206	534	730	339	844
91	42	85	108	45	96	59	94
180	42	37	131	104	52	67	81
99	311	182	239	19	14	29	16
1295	1015	1629	994	696	415	510	386
699	216	337	556	1480	540	526	201
405	377	497	124	132	267	201	145
1978	1518	3130	718	4697	4131	1840	2489
11	6	4	8	16	7	27	4
336	283	362	536	234	228	306	145
7	8	26	12	12	7	15	3
18741	23230	130413	658933	24614	19362	69190	487163
1402	258	1061	731	1413	1024	1273	2214
2478	10530	17811	59640	3707	9987	28240	77124
2291	2574	3310	2101	4904	1534	2467	1891
242	414	406	515	312	185	207	313
219	85	381	109	428	272	577	487
1426	1241	1780	1680	1208	986	3035	2178
44	67	94	279	89	25	39	27
2280	1589	1679	1790	5103	3317	3937	2169
159	95	198	44	287	226	444	304
87	252	143	93	1549	2026	2249	4329
328	242	146	199	112	165	274	118
563	563	820	619	1599	1001	745	1046
491	977	739	425	106	154	230	260
606	2057	1134	1230	1962	943	1419	780
17	22	21	28	57	35	15	20
51	29	68	57	13	12	7	18
5045	2246	1681	2192	1336	2646	1566	2746
315	374	560	142	373	318	415	782
1652	361	628	1703	940	730	1491	1544
51	33	111	73	50	79	64	39
568	780	819	496	206	256	251	167
60	131	64	143	166	95	28	53
51	57	41	36	61	13	32	10
68	94	130	222	106	148	352	312
73	270	95	51	111	118	32	71
4	12	6	19	3	2	2	7
11	12	18	10	13	38	30	7
1250	3715	2859	1327	623	1846	1277	619
3	9	8	15	11	12	16	10
325	202	171	226	885	327	959	609
757	691	574	634	98	198	79	131
57	55	94	40	104	70	21	69
977	339	300	430	149	276	520	250
8	7	8	4	6	22	13	32
105	65	118	262	62	21	22	19
5	3	8	7	10	4	3	9
509	471	418	481	199	434	530	270
511	285	378	808	177	363	338	1090
113	668	137	205	218	96	104	203
64	40	64	46	36	46	51	27
22	52	30	55	47	25	33	80
10872	4950	6558	13487	14284	13484	16740	16959
519	180	338	256	428	351	767	517
562	1152	668	420	334	943	359	387
45	38	45	37	47	57	90	47
907	219	401	379	468	603	808	168
697	1708	491	1106	488	586	990	793
20	23	26	42	55	16	52	49
98	49	93	89	111	135	165	104
9853	6396	19678	8368	6955	5936	1407	3369
15	23	83	51	19	18	54	258
178	18	73	259	296	128	163	113
100	74	144	68	205	204	419	177
267	217	324	219	250	398	402	617
809	1548	900	895	946	816	1465	1588
134	88	73	68	87	243	175	219
1089	877	694	858	766	527	873	978
19	15	9	19	14	10	11	23
842	1107	886	1166	377	455	864	1578
5	4	19	8	6	9	5	3
18	17	19	10	8	11	11	8
289	329	496	329	142	300	537	302
21	41	40	47	9	20	19	11
16	9	8	18	7	11	7	21
443	547	494	1039	541	463	673	442
45	52	18	38	36	23	35	30
587	332	390	469	894	642	262	449
405	364	296	561	304	677	154	307
837	1271	1174	1525	1868	611	453	319
60	85	138	66	77	89	87	113
4631	3798	4252	1476	4667	984	3060	4967
1936	1872	5441	15445	482	918	16045	16383
220	460	342	370	124	97	142	203
183	109	221	217	77	58	105	194
5	4	3	7	4	22	9	3
45	40	57	111	81	107	104	42
5	4	7	5	4	12	7	13
2975	1835	1443	2467	1978	2406	1751	1751
415	746	5974	22352	453	2577	8276	27510
1543	707	472	856	2104	1121	778	1317
299	401	360	313	1163	1669	1191	420
456	3048	3968	9468	1073	1139	7095	12065
706	1210	3628	2969	842	1260	463	411
122	147	35	73	41	37	82	41
42	71	28	40	26	126	168	30
98	64	127	26	87	77	129	51
200	156	127	319	133	177	339	194
1	13	11	10	6	7	11	8
13	13	5	20	12	4	5	8
25	12	10	28	16	38	10	8
3540	4226	1396	4734	2814	6171	3546	2749
128	223	130	131	208	164	185	338
1	7	2	5	10	10	8	8
831	1324	1865	870	663	343	502	1107
189	212	531	474	173	286	113	99
1471	691	713	1511	1656	2159	3664	3248
16406	56569	209471	254104	17734	23314	84452	153872
2312	6323	6143	4222	6709	20577	6987	10102
209	86	86	196	110	120	232	201
2133	3066	1310	1295	890	2824	1217	1580
372	395	307	234	705	440	885	761
548	507	624	924	244	146	96	141
160	162	165	24	74	89	103	145
456	1786	698	681	482	433	477	137
9405	9308	4102	6698	2517	3305	11364	5177
24	20	42	8	88	143	68	37
301	132	146	292	438	262	239	268
50	20	35	61	24	51	19	26
6169	3653	2186	3290	8970	4108	4960	21970
3610	5640	5225	1731	6685	8371	4552	1512
127	67	222	228	157	183	129	145
103	89	69	208	82	127	54	92
299	232	228	477	118	175	136	102
3	9	7	2	24	11	27	21
252	194	343	304	230	497	417	301
44	44	81	37	64	47	18	84
24	74	379	96	27	185	155	787
89	112	172	90	88	130	15	329
690	760	2109	1180	502	984	878	1898
88	191	205	275	161	141	364	230
474	213	299	546	128	256	77	276
2172	768	1541	541	1203	977	1358	1069
11	36	24	38	11	14	37	6
267	212	77	153	188	356	249	219
598	363	793	928	156	1149	930	719
13844	119311	203307	544474	15004	6832	104964	233588
85	109	118	96	100	61	118	57
1309	631	799	878	1425	814	365	766
295	78	89	264	236	487	366	156
65	137	221	145	283	172	66	301
599	404	506	969	212	407	572	675
715	977	997	325	615	1276	462	778
112	299	1151	2734	99	286	2229	4215
19	26	14	13	28	15	3	13
931	1163	2461	1219	840	897	1410	887
9	4	3	8	4	11	12	12
3	3	0	5	9	3	0	5
24532	6492	9840	6483	19587	16567	22827	34471
148	179	141	65	158	241	204	248
192	139	108	168	110	176	314	226
1843	1604	772	1713	2802	982	835	882
80	135	320	232	199	354	170	228
13978	5986	3762	4024	19442	14045	26311	12494
1034	3284	2217	4298	2179	2387	2058	1371
916	1043	1361	827	334	771	307	339
468	250	702	351	397	154	384	578
2296	3821	11020	26024	2201	6019	10835	37525
573	410	120	243	190	245	133	528
60	67	28	80	90	115	30	61
6	21	24	5	14	13	2	12
54	40	53	26	40	32	27	72
125	75	164	46	269	130	197	216
71	14	35	33	66	62	110	29
310	56	126	239	160	173	440	225
210	196	284	274	429	355	348	285
118	564	3072	2743	286	604	1437	5365
32	18	24	23	23	72	16	33
23	66	17	21	20	33	12	24
21	17	20	36	9	10	11	27
311	210	93	156	275	130	166	182
6495	10945	207124	106678	5790	6741	43668	92860
210	589	766	828	679	1144	1125	739
816	708	1148	1106	448	1009	929	613
10	16	0	8	30	6	7	18
441	438	194	465	641	821	343	380
25	33	44	44	88	47	90	97
1969	1772	1554	871	1221	1854	546	1987
2099	899	3724	1402	2295	2604	2070	2135
914	1188	768	792	791	484	568	371
0	25	101	37	55	22	0	0
74	45	106	69	106	123	26	92
165274	340383	92692	86952	558165	183101	703666	423161
155	468	3012	3925	537	3122	7399	19944
966	2310	4856	10698	3450	9981	14361	59623
74	27	15	13	0	12	0	0
10	16	42	35	37	48	27	38
3318	3351	1831	2027	4491	3598	2840	2632
126	241	227	40	49	214	321	338
517	564	544	983	1455	1007	1160	1190
182	188	62	245	252	356	220	462
117	34	179	134	130	247	83	64
1038	3130	8815	17192	950	2210	7142	16178
7767	2124	2678	2064	4637	8496	3034	2511
1227	790	957	465	830	558	286	511
14	3	7	10	4	3	2	2
523	376	1769	2299	1416	1454	1892	1298
44	24	13	15	26	7	3	26
587	1024	1346	663	992	988	2171	1962
143	115	239	136	119	102	146	312
874	4242	18685	16067	1691	4992	9901	31183
44	15	17	67	49	35	72	14
1868	483	1544	586	894	1112	1408	1932
190	330	198	137	226	152	214	364
1162	523	2075	1102	517	535	424	448
115	125	56	124	145	135	112	174
138	308	272	246	35	257	90	159
35	51	31	78	97	16	24	94
4009	1032	1067	1440	3821	2622	4810	3293
2563	9019	3513	4004	7591	1575	4934	4314
207	183	102	212	56	133	100	139
1884	593	986	1595	380	690	1076	502
369	226	286	388	175	272	218	223
87	38	117	50	90	85	103	110
99	87	116	304	187	97	69	326
69	130	30	112	82	51	118	65
69	53	55	33	7	25	55	46
3446	1298	5927	2504	3602	2414	7098	3858
11	24	24	28	8	28	25	13
108	122	105	89	298	114	132	132
628	343	351	288	194	570	1232	447
58	188	199	112	82	65	35	18
1455	2885	2231	3826	1803	1623	1318	2374
13532	38292	53253	17907	10734	22484	12616	12145
196	178	137	207	175	320	81	68
420	201	136	475	342	250	386	193
197	156	436	387	203	311	593	303
20	18	20	42	39	14	25	10
3	2	2	14	4	2	2	5
3	6	6	4	4	4	5	1
3400	4592	1704	2683	2768	2815	1704	2272
39	45	48	30	8	5	3	6
45	236	319	73	299	254	332	129
28	12	26	34	18	9	8	13
157	360	389	360	180	106	368	381
55	20	37	9	13	28	47	31
1198	459	1110	644	919	1025	1499	1551
11	0	2	2	108	120	121	124
332	941	433	495	397	713	156	457
31	23	40	19	32	29	17	27
663	939	2042	623	312	672	412	413
1	3	1	3	3	1	4	1
1821	439	591	766	456	822	1726	632
106	56	132	68	130	110	129	133
32	339	590	2139	86	520	989	1775
285	702	568	1145	245	247	509	103
331	2306	6750	8781	281	1306	2249	6348
1395	1262	1505	1935	787	1973	1571	881
16	13	12	29	64	47	113	157
590	128	150	107	120	77	246	113
181	158	198	479	246	403	141	299
1141	1742	711	670	364	139	144	232
33	21	11	8	3	27	22	34
6	5	5	5	7	4	0	0
312	8486	21618	17115	3160	7579	20383	16785
758	238	849	446	1291	790	573	836
2505	10448	19375	88627	2333	6784	11012	35860
1350	588	2414	677	541	831	1093	989
374	438	525	1312	745	756	1198	1275
62	76	81	26	144	45	240	90
274	154	37	209	62	177	250	199
281	150	237	57	302	355	156	187
7309	4763	6763	6694	2891	3862	6769	5027
80	20	7	31	59	51	56	113
35	50	27	45	64	38	37	13
11	18	44	62	25	9	7	14
809	1356	4996	26335	858	3276	9051	14123
442	743	465	259	257	1080	737	445
1303	1452	783	770	1339	1551	549	721
209	201	430	96	179	70	86	185
577	707	558	766	235	440	477	297
61	98	81	87	90	77	52	125
230	142	314	88	275	579	279	194
4595	1950	1245	2171	1911	3115	762	3603
1650	2119	529	585	513	688	544	496
10014	13186	31819	31156	21509	18743	21653	23751
112	112	174	105	109	282	245	420
71	110	2	88	60	45	93	27
750	416	709	1384	2192	1008	1827	3117
399	307	164	510	212	235	206	448
959	684	1038	558	2825	1553	519	4082
641	413	452	538	520	914	743	720
68	59	44	32	541	392	331	321
127	58	64	97	29	85	56	141
1801	2465	830	1225	652	431	2470	1536
1837	1217	641	1653	3244	2293	3282	2765
34	6	9	13	57	86	77	37
105	237	256	230	407	449	142	194
3442	3150	1567	4364	985	2895	5154	5729
7	1	4	0	7	0	0	18
5026	2214	4173	2569	2970	2079	3359	2310
5856	13792	4530	9404	8443	22438	11206	25482
1166	1760	522	540	984	2575	2031	473
461	252	389	289	813	870	876	537
36	141	346	540	17	47	132	209
356	719	230	1068	679	519	463	531
7	2	11	5	0	1	0	1
116	99	46	28	68	55	113	125
122	123	125	69	90	45	191	70
32	109	27	31	72	43	66	46
31	44	42	25	37	20	45	27
1007	3692	3232	2001	1242	755	3269	4203
427	571	736	655	853	626	406	586
246	493	551	1102	923	655	212	359
9	16	18	13	14	11	9	17
897	904	976	361	772	710	1298	1903
10	6	7	7	5	13	15	4
8460	7472	3770	3236	3873	6102	6013	11893
306	585	368	619	1954	862	1296	2576
96	80	195	141	37	84	123	181
202	413	110	181	20	119	138	134
91	189	130	113	22	38	27	23
70	35	22	30	14	18	41	36
21	33	82	46	71	36	55	20
107	128	76	67	4	9	5	3
191	44	272	56	448	113	271	191
244	567	1208	5862	153	121	741	2773
147	71	176	268	83	63	220	25
218	389	246	333	142	252	720	365
513	360	1152	717	507	316	609	626
93	107	70	80	83	68	151	64
632	827	681	1314	757	1616	907	836
11	6	10	10	12	14	25	9
9	17	17	25	33	23	25	8
875	736	646	555	1363	960	787	416
136	32	34	73	57	42	66	62
4696	6442	6157	6526	2882	9799	8228	6337
27	7	34	42	42	20	43	35
1935	3396	4424	4893	2092	2096	1140	859
54	96	149	123	230	197	73	362
780	865	797	1502	518	349	433	777
354	1261	2089	2290	1420	2136	1650	1347
4080	2076	3369	4842	4315	1549	2018	3595
370	171	169	862	423	257	218	675
22	29	47	22	12	22	45	41
6783	7556	25789	11244	6551	8311	9874	5818
29	23	17	30	95	24	46	58
334	128	100	158	133	173	208	325
138	584	250	428	207	283	313	217
139	457	299	548	435	127	400	723
36	28	39	24	26	39	31	38
404	724	3044	6979	443	953	1789	4287
11	4	8	7	3	7	1	9
861	1753	614	1051	326	435	407	519
9327	3443	5765	2210	2059	4739	2601	5928
83	108	27	59	185	63	76	153
76	36	67	41	17	99	46	12
164	361	363	251	368	111	413	441
63	42	112	46	147	269	243	494
635	1422	606	267	1132	881	1903	1120
328	688	495	226	906	176	634	300
41	45	47	42	46	52	93	143
431	931	107	275	51	70	168	100
4054	5707	17397	20410	2473	4731	35869	77061
153	476	273	123	199	253	190	305
449	638	697	245	639	218	485	814
7636	7112	32491	30964	18941	18073	28373	14910
42	49	51	24	29	61	28	27
550	588	784	597	401	672	487	371
141	2277	1987	8583	691	989	5437	7830
86	343	237	54	114	98	47	77
3416	2283	2836	3182	1589	805	1222	3122
70	90	97	92	82	38	215	128
811	417	926	706	897	443	416	644
20	14	9	6	12	4	9	7
74	74	144	123	106	108	171	96
69	52	76	57	130	40	72	25
124	85	167	88	110	71	117	85
629	1207	552	454	563	404	163	526
5236	13238	55561	192428	4271	16439	80349	84942
260	363	371	214	149	463	354	281
214	151	66	60	100	206	65	79
215	222	396	172	164	75	155	224
1678	830	828	355	219	450	421	394
206	174	125	135	75	177	65	53
618	1719	5077	5793	499	2093	7831	44005
182	49	360	92	220	112	114	122
179	178	135	116	61	114	56	152
655	552	502	601	937	463	805	493
1671	1705	1853	2057	4170	1645	2904	1171
15	23	6	20	10	12	11	12
53	55	555	1280	8	85	512	811
719	767	528	1497	1160	1815	4272	2894
504	1021	2557	12007	292	313	741	2534
65	42	161	153	161	95	97	103
35	46	43	50	17	29	49	40
13	17	43	22	24	36	27	11
8	3	7	1	3	5	13	17
58	53	48	32	38	27	49	16
3	6	9	2	3	1	9	12
290	68	218	331	385	63	85	82
427	313	322	264	229	158	148	397
4568	26259	31452	52051	6012	7290	56225	256076
697	120	88	249	398	206	532	578
497	153	474	316	865	636	712	374
99	211	313	131	127	141	33	239
205	588	178	320	1255	430	303	315
387	1009	441	398	428	752	328	631
77	35	52	145	70	98	86	137
10	2	11	2	3	4	3	6
174	245	266	275	74	188	31	43
19	21	15	12	21	11	41	21
61	20	50	19	23	20	19	41
0	0	6	10	3	6	11	1
852	772	891	793	1175	715	1127	707
773	832	1008	1185	489	881	539	691
11	14	33	15	14	6	21	22
5874	19447	22862	230016	6951	40884	94204	221490
31	15	18	36	6	22	17	20
268	590	171	153	475	824	514	741
8	8	9	13	27	91	38	80
3	5	4	4	2	0	3	1
767	345	819	351	562	1492	1036	910
72	107	59	183	42	98	167	56
68	207	208	219	36	59	109	35
7	6	29	17	16	15	13	10
741	433	443	129	721	214	401	530
296	125	92	104	177	325	178	152
486	649	243	723	467	746	787	801
202	257	224	488	388	316	683	368
39	112	53	58	91	63	54	85
495	92	257	233	163	154	435	198
26	36	19	29	42	26	14	21
654	874	619	1398	862	524	793	532
68	97	37	50	313	174	264	118
937	829	312	1072	1343	1262	919	1196
3898	1344	2910	6193	1500	1404	355	2131
449	280	356	447	680	596	612	1080
651	291	440	210	361	328	890	156
390	208	318	178	189	334	625	229
104	12	21	20	14	18	17	25
278576	262612	285856	203456	217760	232139	55770	425846
393	519	290	688	270	606	344	622
15	40	89	0	0	0	52	187
2765	1103	1417	1044	605	913	983	1350
438	532	535	516	314	253	230	729
312	180	214	352	367	187	246	225
639	3537	7124	10760	211	2173	5957	2709
62	54	29	76	59	112	45	59
91	250	1114	2076	113	506	635	4454
407	586	211	247	293	326	639	561
15	28	7	8	14	7	48	8
249	281	240	293	628	448	153	358
11	23	142	195	18	22	142	238
936	399	929	989	443	851	1078	900
71	141	226	84	195	64	346	100
1998	6944	7378	5223	2924	1304	5112	4478
16	16	32	20	20	42	13	13
682	2426	8578	15601	349	1113	1675	7238
5093	4349	4281	4003	9390	14810	10404	9513
4	9	1	11	12	6	7	6
2720	12841	4209	3533	2304	2693	5813	8244
70228	24426	57092	14789	48666	28921	21059	26917
2198	1138	801	490	1183	1081	1024	657
57	72	42	44	70	62	98	134
5	6	11	4	5	9	5	7
39	338	259	202	373	572	277	456
3	8	8	0	5	8	0	12
1043	450	926	737	1185	563	811	1442
3	4	3	1	4	8	2	8
256	282	449	513	1271	650	804	821
400	898	733	454	248	377	758	578
2659	2898	1382	1837	2566	1452	3216	1903
1096	891	1119	2984	934	5019	1307	3123
308	151	194	238	121	377	112	135
23	35	62	44	40	36	96	30
33	10	21	32	35	60	33	43
145	84	123	212	179	132	143	164
